title,text,label,type
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,전남친이랑 헤어져서 우울했는데 이 영상 보고 싹 잊었읍니다,1,4
[직캠] 백예린(Baek Yerin) - Square,아니 이거 비바람이 불고 있었네 여태 봄바람 부는 느낌의 영상인줄 알았는데,1,4
"[입덕직캠] 오마이걸 아린 직캠 ‘다섯 번째 계절(SSFWL)’ (OH MY GIRL ARIN FanCam), MCOUNTDOWN_2019.5.9",와 옷 뒤지게이쁘네 위에서 종이쪼가리떨어지면서 옷도 푸른밤하늘에 눈내리는것처럼 표현했네이집 코디가 맛집이네,1,4
[IU TV] 내가! 마! 억수로! 좋아한다고!,아이유 만 되니까 세상이 니꺼 같지 곧 우주가 니꺼야,1,4
"[입덕직캠] 오마이걸 아린 직캠 ‘다섯 번째 계절(SSFWL)’ (OH MY GIRL ARIN FanCam), MCOUNTDOWN_2019.5.9",거슬리는 머리 안무 이용해서 자연스럽게 넘기는 거 최예원 진짜 천재 아니야,1,4
백예린 - 그건 아마 우리의 잘못은 아닐 거야 Cover by 주호민 (Feat. 침착맨 (이말년)) I [DF LIVE],사이비 종교에 왜 빠지게 되는지 는 이해하게 됐다 도대체 이걸 몇번 보러 오는건지,1,4
데이식스(DAY6) - 한 페이지가 될 수 있게(Time of Our Life) 교차편집 (Stage Mix),판사님 저는 쇄골을 본것 뿐입니다,1,4
"[Comeback Stage] 2PM - I'm your man, 투피엠 - 아임 유어 맨, Music Core 20140913",그래 이할미는 너네 여자야,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,유투브  당신의 승리입니다 우리를 지배해라,1,4
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집),옷 저렇게 입으니까 사내연애하는거 같쟈냐퇴근하고 분뒤에 만나자거호 나는 옥택연 ㅎㅎ 너거덜도 퇴근하고 누구집 갈건지 네이트온 공유해 겹치믄 안되니께 ㅎ,1,4
2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19],꽃이 지고나서야 봄인줄 알았습니다 투피엠도 그당시 전부다 잘생겼다 못느꼇는데 요즘 아이돌들 얼굴보니 옆집 민철이도 내일 데뷔할 것 같아요,1,4
[아스트로/차은우] 아스트로 차은우 입덕영상(feat. 우리 입덕하러 같이갈래?),진짜 최애있고 차애있지만 가슴속에다 은우 하나는 품고 사는거잖아타팬덤이지만은우하나는 품고사는거잖아,1,4
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집),옥택연이 옷 슬쩍 내릴때 옷 찢어버리고 싶었다,1,4
데이식스(DAY6) - 행복했던 날들이었다(days gone by) 교차편집 (Stage Mix),베레모 넌 눈치가 있으면 강영현 머리에 알아서 시간 붙어있어야지,1,4
데이식스 (DAY6) - 예뻤어 (You Were Beautiful) 교차편집 (stage mix),기억조작곡  델리스파이스 고백 데이식스예뻤어  ,1,4
2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19],옥택연 가슴이 세상을 구한다,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,이 좋은걸 할아버지들만 봤댘ㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ댓글 주접 겁나 웃곀ㅌㅌㅌㅌㅌㅌㅌㅌ,1,4
10.02.21. ZE:A Mazeltov,이 노래 거의 마약 수준,1,4
"[HOT] BTOB(비투비) - MOVIE, Show Music core 20170325",서은광 광쏘 분장한다고 얼굴 하얗게 칠했는데 이창섭이랑 피부색 비슷한거 진짜 개웃기다 창섭아 너 얼마나 하얀거니,1,4
[온스테이지2.0]백예린 - 그건 아마 우리의 잘못은 아닐 거야,왜 자꾸 대머리만 생각나냐고 사랑이냐고,1,4
백예린 - 그건 아마 우리의 잘못은 아닐 거야 Cover by 주호민 (Feat. 침착맨 (이말년)) I [DF LIVE],겨드랑이 냄새같이 중독되는 영상,1,4
[입덕직캠] 에이프릴 나은 직캠 4K ‘예쁜 게 죄(Oh! my mistake)’ (APRIL NA EUN FanCam) | @MCOUNTDOWN_2018.10.18,어이없네 이런걸 노래라구 낸건가 그냥 이나은 인생 주제곡이잖아 요즘 아이돌들 참 쉽다 성의 없네 그냥 이 노래 자체가 이나은인디,1,4
[IU TV] 'dlwlrma.' Concert - Seoul,아이유 넌 고척돔도 가능해 체조는 그릇이 너무 작다 고척에서 만나자,1,4
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집),이게 개콘보다 훨 웃기네  입꼬리가 안내려온다,1,4
[입덕직캠] 에이프릴 나은 직캠 4K ‘예쁜 게 죄(Oh! my mistake)’ (APRIL NA EUN FanCam) | @MCOUNTDOWN_2018.10.18,이거 보는데 아버지가 뒤에서 조용히 같이 보십니다 갈수록 가까이 오시네요,1,4
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons,언니가 계속 손을 흔드는 이유우리 심장 쥐고 있거든,1,4
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons,머리 색깔  배경 같은거 다 전체적으로 보니까 명화같아야ㅜㅜㅜㅜㅜㅜㅜㅜ 특히 머리가 물감 쓱쓱 칠해놓은 느낌    ,1,4
데이식스 (DAY6) - 예뻤어 (You Were Beautiful) 교차편집 (stage mix),전주 듣고 첫사랑 기억조작 당했습니다 제 학교에 밴드부 키보드 그 선배 원필 선배,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,아니 야밤에 이런 걸 왜 추천으로 띄워가지고는 내 이상형은 이제 씨름선수다,1,4
[IU CLIP] '사랑이 잘' LIVE with 오혁,오혁 목소리 뒤진다 진짜 무형문화재 지정 시급함그리고 영상 독특하니 좋은데,1,4
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집),어렸을 땐 이 오빠들이 마냥 징그럽기만 했는데 늙으니까 이상형이야 ㅠㅠ 아줌마들의 마음을 알 거 같아,1,4
2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19],진짜 남자가 뭔지 알아버린 대에요 어쩌죠 남자들 니네만 글래머에 허리는 얇고 어쩌고 저쩌고 좋아하는거 아니야 여자도 같은 몸매 겁나 좋아해,1,4
[입덕직캠] TXT 수빈 직캠 4K '9와 4분의 3 승강장에서 너를 기다려 (Run Away)' (TXT SOOBIN FanCam) | @MCOUNTDOWN_2019.10.24,우리나라는 최수빈 보유국입니다,1,4
Believer - Imagine Dragons (cover by jinsoulcoe)[4K],여러분 최진솔 님이 저 마취시켰어요 ,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,어릴 때 씨름보는 거 좆도 이해 못했는데 선조님들의 지혜에 이마 함 탁 치고 갑니다 다 이유가 있는 법이거늘하 무식했던 제가 후회되네요,1,4
우리집 준호,집에 박혀서 밀린 준호영상만 다 봐도 우한폐렴 종결날듯 고마워 준호야 니가 보다 낫다,1,4
"[입덕직캠] 오마이걸 아린 직캠 ‘다섯 번째 계절(SSFWL)’ (OH MY GIRL ARIN FanCam), MCOUNTDOWN_2019.5.9",저런 얼굴로 살면 몇백년을 살아가도 행복하것다 ,1,4
Believer - Imagine Dragons (cover by jinsoulcoe)[4K],파리도 여기가 내가 있을 곳이 아니구나 하고 다급하게 지나가는 거 봐 언니 들숨에 건강을 날숨에 명예를 얻으세요,1,4
데이식스 (DAY6) - 좋아합니다 (I Like You) 교차편집 (stage mix),드럼 미쳤나 개잘생겼네 왜 저렇게 설레게 웃냐고 저것도 범죄다 내 마음을 멋대로 훔쳐간 죄,1,4
데이식스 (DAY6) - 예뻤어 (You Were Beautiful) 교차편집 (stage mix),데이식스 멤바들은 예뻤어 불렀다고 이마에 붙이고 다녀야 함,1,4
데이식스 (DAY6) - 예뻤어 (You Were Beautiful) 교차편집 (stage mix), 뭔가 대학교 축제때 짝사랑하는 밴드부 선배가 부르는거 맘 훔치면서 보는 느낌이다ㅠㅠㅠ,1,4
[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun,의사 앞으로 초 남았습니다 뭐 하고 싶은 거 없으신가요나 준호 우리집 주황 셔츠 직캠의사 엥 그건 분 짜리잖아요신 허락한다,1,4
[MPD직캠] 인피니트 엘 직캠 'Tell Me' (INFINITE L FanCam) | @MCOUNTDOWN_2018.1.11,진짜 사람이 어떻게 저렇게 생기냐걍 조각이 움직이는 수준,1,4
우리집 준호,진짜 박진영이 군대 대신가라 그정도는 해줄 수 있잖아,1,4
투피엠_암욜맨_댓글모음,구라 아니고 기숙사 다니는데 애들 노트북에 우리집 준호 하나씩 품고 삼 그리고 그게 대체 뭐길래 다들 몰래 마약하는 애들처럼 숨어서 봄,1,4
[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun, 이오빠 어떡해 혀를 왜 내밀어 왜 내인생 책임져,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,이게 그 유명한 조선시대아육대,1,4
내가 보고 싶어서 만든 2PM 고화질 고음질 무대 모음,을 본후 다신 남자들이 음흉하다고 욕하지 않기로 했습니다가슴골이 보이면 눈이 가는게 당연한거였어요그걸 이제껏 모른 내가 그저 바보였을뿐,1,4
데이식스(DAY6) - 한 페이지가 될 수 있게(Time of Our Life) 교차편집 (Stage Mix),박제형 니가 먼저 시작했다 살까지 결혼안하면 나한테 장가와,1,4
[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun,내가 잘못한거다준호는 분 뒤에 보자고 했는데 내가 년 뒤에 와버렸다,1,4
[입덕직캠] TXT 수빈 직캠 4K '9와 4분의 3 승강장에서 너를 기다려 (Run Away)' (TXT SOOBIN FanCam) | @MCOUNTDOWN_2019.10.24,춤은 겁나 열심히추는데 표정이ㅅㅂ 뭐지 이조합 일단 이건 미친거다,1,4
[입덕직캠] (여자)아이들 수진 직캠 4K ‘Senorita’ ((G)I-DLE SOOJIN FanCam) | @MCOUNTDOWN_2019.3.14,레드립을 사람으로 만들면 저런 느낌일거라고 들었는데 딱 그거다,1,4
백예린 - 그건 아마 우리의 잘못은 아닐 거야 Cover by 주호민 (Feat. 침착맨 (이말년)) I [DF LIVE],그렇다고 우리의 잘못은 아니잖아요,1,4
우리집 준호,옆집에 이렇게 좋은 오빠들이 있는데 하  눈돌아가서 이상한 오빠들 팠어 내 눈 반성해ㅅㅂ 투피엠짱이야,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,찬섭이 백치미있어 보이는 얼굴에 그렇지 못한 몸매 ㅋ 딱이다,1,4
백예린 - 그건 아마 우리의 잘못은 아닐 거야 Cover by 주호민 (Feat. 침착맨 (이말년)) I [DF LIVE],그래이걸 튼 내 잘못이다니네 맘대로 해라,1,4
2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19],대학생도 아니고 ㅈㄴ직장인 오빠에요 이건,1,4
[IU] 'Blueming' 응원법,이 여자를 좋아하지 않을수 있나 ㅋㅋㅋ,1,4
아이즈원 (IZ*ONE) - 환상동화 (Secret Story of the Swan) 교차편집 (Stage Mix),아 안유진 힘 조절 미치겟음 사람 한 명 보냇다,1,4
"ZE:A - Here I am, 제국의 아이들 - 히어 아이엠, Music Core 20110326",울 시와니 계란찜 같은 옷 입고 저렇게 귀여울 일이야 세상 아이돌 넘 귀엽네 보는 내내 손주 재롱잔치보는 할미맘으로 봄 ㅠ,1,4
[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun,국방부 진짜 눈치 좀 챙겨라,1,4
[MPD직캠] 인피니트 엘 직캠 'Tell Me' (INFINITE L FanCam) | @MCOUNTDOWN_2018.1.11,조각이 움직이는 거 같아,1,4
[온스테이지2.0]백예린 - 그건 아마 우리의 잘못은 아닐 거야,성대 보물국보천연기념물평화의 상징라잌 에인절,1,4
한예슬의 일상 메이크업은? | Daily Makeup,저 아이라인잌ㅋㅋ 한혜현이 화사해준 아이라인이구나 ㅋㅋㅋㅋㅋㅋ 준비물이 언니 얼굴이네요ㅠㅠ,1,4
2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19],여자친구가 이거 보더니 흉통 키워오라고 해서  푸쉬업 하루에 개씩 조지는 중형들 덕에 운동해 고마워,1,4
[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun,나는 하도 우리집준호 거리길래 우리집이라는 드라마 같은 거 찍은 줄 알고 안 찾아봤었는데 ㅋㅋ 이제서야 존나 헐레벌떡 집으로 찾아옴,1,4
내가 보고 싶어서 만든 2PM 고화질 고음질 무대 모음,준호야 사랑한다 남들다 옥택연가슴팍 장우영 볼따구에 홀렸을때도 카메라에 한줌잡히는 니 장딴지에 환호하던 날기억해 준호야,1,4
우리집 준호,이젠 경쟁자 없겠지 준호랑 가는 사람은 나야 다 비켜,1,4
한예슬의 일상 메이크업은? | Daily Makeup,화장은 대충하셨지만 얼굴이 대충생기질 않으셨네요 똥을 대충 발라도 이쁠 얼굴부럽,1,4
[IU] 'Blueming' 응원법,와 아이유 콘서트 갔는데 옆 사람이 저러고 응원하고 계시면 저는 심장마비로 이번 생과 작별할 듯 합니다,1,4
Believer - Imagine Dragons (cover by jinsoulcoe)[4K],교수 오늘 최진솔 학생 안나왔나요 이부분 어떻게 부르는지 물어봐야하는데,1,4
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집),몇 번 보는 건지 모르겠음 볼 때마다 찬성집 갔다가 준호집 갔다가 준케이집 갔다가 아주 그냥 동네 한 바퀴 돌아버림,1,4
[입덕직캠] 에이프릴 나은 직캠 4K ‘예쁜 게 죄(Oh! my mistake)’ (APRIL NA EUN FanCam) | @MCOUNTDOWN_2018.10.18,아 노래가 왜 잘 안 들리지 안경 좀 끼고올께요,1,4
우리집 준호,해병대 자진입대해서 한 년 있다가 나온 것 같이 생겼는데 이제 간다니 오빠 진짜 박진영씨 대신 가주면 안돼,1,4
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons,언니 그거 기억나요 우리 저번에 박물관털려고했는데 언니가 노래불러서 국보로 등극되서 나만 잡혀갔잖아요,1,4
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집),이거 다이어트 자극 영상임 운동할때 힘들면 이거보고 그래 준호 집 가야지 내가 간다  준호야  이생각하고 뛰면 어느새 전력질주 하고있음,1,4
우리집 준호,누군지 몰라도 처음으로 이 영상을 검색하시고 알고리즘을 작동시키신 분 큰절받으세요 정말 감사합니다,1,4
[직캠] 백예린(Baek Yerin) - Square,이젠 저 파란 벽이 파란 바다로 보인다 물병은 칵테일같고,1,4
한예슬의 일상 메이크업은? | Daily Makeup,외국인 친구가    이 단어 한국어로 무슨 뜻이냐 그래서 한예슬이라고 했어요 ,1,4
[SUB] 크리스마스 케이크 만들기. Making a Christmas cake.,한글자막 이렇게 잘나오는건 처음인거같은데 아나운서아니세요,1,4
오마이걸(OH MY GIRL) - 다섯 번째 계절(SSFWL) # 교차편집(Stage mix) KPOP 무대영상 [1440P],이건 뭐효정  안나미미  모아나 라푼젤,1,4
우리집 준호,와 근데 이준호 본 이상 남친 못사귈듯 이준호급 아니면ㅠㅠ 어쩌다보니 비혼 비혼을 깨는 한가지 방법은 내가 이준호랑 결혼하는읍읍,1,4
2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19],남친 군대도 안기다리던 내가 투피엠 제대를 기다리고 있다,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,근돼 ㅈㄴ싫었는데 그냥 지금까지본 근돼들의 얼굴이 싫은거였어,1,4
[입덕직캠] 있지 유나 직캠 4K '달라달라(DALLA DALLA)' (ITZY YUNA FanCam) | @MCOUNTDOWN_2019.2.14,지금까지 이런아이돌은 없었다이것은 인간인가 여신인가,1,4
우리집 준호,내가 멍청이였지  집으로 가자 그럴 때 갈껄대 넘으니까 이제서야 가고 싶네 ㅎㅎ,1,4
[입덕직캠] 더보이즈 주연 직캠 4K ‘주문(MIROTIC)’ (THE BOYZ JUYEON FanCam) | @MCOUNTDOWN_2020.3.5,엠투이주연 미로틱 직캠은 대한민국 경제 및 교육의 원동력입니다대한민국의 밝은 미래를 위하여 이 직캠 만큼은 내리지 마세요제발,1,4
크리스토퍼 (Christopher) - BAD 가사 번역 라이브 비디오,뭔놈의 기생오라비가 남자까지 홀릴라 하나,1,4
[SUB]신나는 마카롱클래스 수강생일상/쌀식빵 만들기 Exciting daily life of a Macaron class student/Making rice-flour bread, 광고러연예인들 알고나니  더 빛이나 보입니다썬글라스 끼고봐야겠습니다,1,4
2PM - 우리집(My House) Mix (Live Compilation/무대교차편집),걍 다시 숙소 생활 하세요 그래야 누구 따라가지 이 생각 안하고 명 다 따라가지  ㅎㅎ,1,4
빅스 (VIXX) - 사슬 교차편집 (Chained Up stage mix),여러분들 중에 아직 광명을 못찾으신분이 있으시다면 이거보시고 레오 등 일케쳐서 나오는 영상들을 보십쇼 까막눈이던 제 눈이 떠졌읍니다,1,4
Cell Block Tango 커버 - 뮤지컬 시카고 (자막 있어요!),사실 임한올은 구글에서 새로 개발한 인공지능 이었던 거임 아니면 이렇게 완벽할 수 없음,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,등근육 꿈틀꿈틀 거리는건 시간 봐도 질리지 않죠,1,4
[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun,적당히 떠라 잊을만하면 자꾸 뜨네 우리집 준호 두더지잡이가틈ㅠ 추천 영상 떠서 한번 보고 우와 이러고 나면 또 며칠 뒤에 또 떠서 또 보고 우와 가고 싶다 이런다고 대환장개미지옥,1,4
첫 라이브✨,신 신세경세 귄카경 사랑해,1,4
2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19],이거 누가 그랬는데 보면서 나도모르게 누구 집 갈지 고르고 있다고,1,4
[입덕직캠] 있지 유나 직캠 4K '달라달라(DALLA DALLA)' (ITZY YUNA FanCam) | @MCOUNTDOWN_2019.2.14,어떻게 저렇게 허리가 남지 난 저 망사같은거 입으면 살들이 뾱뾱 튀어나올 것 같다  나랑 동갑이라는데 언니라고 부르고싶다 언니 넘 이뻐요 머리카락도 내 심장처럼 빠운쓰빠운쓰 예에,1,4
[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun,주변에서 방탄에 미쳐갈 때도 안 넘어갔는데 우리집 준호한테 넘어갔다 준호야 누나가 남편도 있고 애들도 있지만 너 내년에 콘서트하면 꼭 갈게 핫티스트는 어떻게 가입하는거니,1,4
사랑하긴 했었나요... - 잔나비 (cover by 최진솔)[4K],인형치곤 사람같이 생겼네요,1,4
Believer - Imagine Dragons (cover by jinsoulcoe)[4K],어 잠깐만마지막에 하하뭐에여뭐에여 저 그거 때문에 미쳐날뛰는 한 마리의 야생 멧돼지로 인생 바꿔달라고 신청해야겠어요,1,4
Cell Block Tango 커버 - 뮤지컬 시카고 (자막 있어요!),귀한테 너무 미안하다 이런 호강을 이제야 시켜줘서,1,4
"[Comeback Stage] 2PM - I'm your man, 투피엠 - 아임 유어 맨, Music Core 20140913",황찬성 은발 박제해야한다 국보로 지정해야한다고,1,4
♬빙그레 메이커를 위하여♬ | 빙그레X빙그레우스,영상에 약이 들어있다계속보게된다,1,4
우리집 준호,준호당신은 다가졌지만 이 파평 윤씨 윤현주를 가지지 못해ㅣ찌,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,ㅗㅜㅑ 이런 육체미소동 대환영,1,4
[입덕직캠] 더보이즈 주연 직캠 4K ‘주문(MIROTIC)’ (THE BOYZ JUYEON FanCam) | @MCOUNTDOWN_2020.3.5,하 그래 이거지이준호 우리집이랑 같이 봐야할 필수영상어떡해 나 돌아버릴거같애오빠 춤에 희노애락이 다 있어,1,4
우리집 준호,뭐냐 유튜브 알고리즘 존나 고맙네개안하는 느낌,1,4
[입덕직캠] TXT 수빈 직캠 4K '9와 4분의 3 승강장에서 너를 기다려 (Run Away)' (TXT SOOBIN FanCam) | @MCOUNTDOWN_2019.10.24,최수빈과 같은 나란데 한번도 엮이지 못했다니 제발 다음생엔 이 할미와 지독하게 인연이 엮이면 좋겠다 수빈아 할미가 사랑해 이 할미는 언제나 아디다스수빈에 진심이다,1,4
EXO_으르렁 (Growl by EXO@Mcountdown 2013.8.22),이때부터였어 성이 김도아니고 이름도 여주가아닌데 내이름이 김여주가된게,1,4
[입덕직캠] 더보이즈 주연 직캠 4K ‘주문(MIROTIC)’ (THE BOYZ JUYEON FanCam) | @MCOUNTDOWN_2020.3.5,씨발 입덕직캠 보고 진짜 입덕하는 여자가 있다 그게 바로 저예요 이주연 사랑해 내 심장은 너의 것 날 가져 주연아 사랑해 왜 그렇게 생겼어 진짜 나한테 왜그래,1,4
우리집 준호,다 간 줄 알았지 이건 롱런을 위한 잠복기간이였다 진심녀들은 어디에나 있다구,1,4
슈퍼주니어 (Super Junior) Devil (데빌) 교차편집 (Stage Mix), 미쳤어 김희철 개섹시해 미쳤나봐 내 인생 가져 나랑 결혼해,1,4
[입덕직캠] TXT 수빈 직캠 4K '9와 4분의 3 승강장에서 너를 기다려 (Run Away)' (TXT SOOBIN FanCam) | @MCOUNTDOWN_2019.10.24, 이 새벽에 애국가 절에 이어 주기도문까지 외우게 하는 너란 남자,1,4
우리집 준호,준호집으로 정했다,1,4
요청이 정말 많았던 speechless 커버시도! speechless cover!,아니 분명 무반주인데 이상해요 반주가 들려요 언니,1,4
빅스 (VIXX) - 사슬 교차편집 (Chained Up stage mix),여러분 노골적인 야함을 보고 싶으시다면 블랙아웃으로 가십셔 저 이거 가사보고 기절할뻔길 깔아드리겠습니다,1,4
우리집 준호,난 준호네 집이 움막집이래도 따라간다,1,4
겟레디윗미 EDM 페스티벌! | Makeover For Music Festival,언니 얼굴부터가 요정인데 목소리도 요정이고 화장이랑 머리도 너무 힙한 요정이고요정나라 망한거 아니냐 여왕님 여기 인간세계 계시는데,1,4
EXO_으르렁 (Growl by EXO@Mcountdown 2013.8.22),ㄹㅇ 카스 자작나무 활활 타던 시절의 썰이란 썰은 다 휩쓸고 다녔던 김여주 너만 바라보고 사랑할 자신있어,1,4
드디어 배우고 왔어요! l Let's Dance Together,언니  얼굴  손짓 말투  모션 하나하나 다 엘레강스해 우아하다,1,4
"191123 아이유(IU) 내 손을 잡아(Hold My Hand) 직캠 @Love, poem 서울 토요일 콘서트",같은 시대를 살아가는게 경이로울 정도,1,4
요청이 정말 많았던 speechless 커버시도! speechless cover!,진짜 큰 무대에서 음향사고인척하고 무반주해주면안되나ㅠㅠㅠㅠㅠ,1,4
[아스트로/차은우] 아스트로 차은우 입덕영상(feat. 우리 입덕하러 같이갈래?),태어나줘서 고맙다 진짜,1,4
[입덕직캠] TXT 수빈 직캠 4K '9와 4분의 3 승강장에서 너를 기다려 (Run Away)' (TXT SOOBIN FanCam) | @MCOUNTDOWN_2019.10.24,키동굴목소리삼백안뽀얀말랑모찌피부보조개무대 밑 타고난 귀여움살짝의 허당끼  넌 누나들이 좋아할 포인트를 다 가졌어 임마 축하한다,1,4
[뮤뱅] 제국의 아이들 ZE:A - 후유증 (20120817),김동준 노래잘하는 국어선생님박형식 맥아리없는 사회선생님,1,4
한예슬의 일상 메이크업은? | Daily Makeup,아니 화장을 대충하는데 얼굴이 대충 안생겼어 눈코입이 한예슬이잖아요ㅠㅜ 쌩얼부터 존예에요,1,4
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons,   최진솔을 싫어하는 사람 있나,1,4
데이식스 (DAY6) - 예뻤어 (You Were Beautiful) 교차편집 (stage mix), 완전 강아지야 뭐야  김원필한테 인생배팅,1,4
EXO_으르렁 (Growl by EXO@Mcountdown 2013.8.22),엑소팬들 건배사 이거자나ㅠㅠ 나 혹시 몰라 경고하는데 잔들어,1,4
[19 서울예대합격 최진솔 COVER] Believer - Imagine Dragons, 심즈캐릭터인줄 알았는데  사람이었어  언니 짱이에요 ㅠㅠㅠ ,1,4
Believer - Imagine Dragons (cover by jinsoulcoe)[4K],어머님이 태교로 빌리버 들으시고 태어나자마자 울음 대신 빌리버 이러면서 태어나셨을듯,1,4
"[SUB] (나무 도마 만들기, 춤 연습, 수제비 반죽) 팬미팅을 준비하는 일상. 클라푸티 만들어 먹기. 바바라 크루거 전시. 잔치국수.",신세경이 팬미팅을 했으면 뉴스에도 좀 내주고 해라몰라서 못 갔다는게 말이 되냐,1,4
080127소녀시대 Kissing You인기가요 고화질,진짜키싱유시절 태연 미친듯이팬이엇는데 결혼하고싶어서 네이버에다가  태연이랑결혼하는법 검색해봄,1,4
빅스 (VIXX) - 사슬 교차편집 (Chained Up stage mix),누가 레오 로판 차가운 북부의 대공이고 막 여자주인공이 계약결혼하러 올것 같다고 한 댓글 있었는데 진짜 공감이다ㅋㅋㅋ 어디갔니 몇분째 찾는중,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,김원진 선수 결혼까지 생각했는데 생일을 번이나 같이 맞이한 여친이 있다니 인스타 보고 너무 스윗해서 내 심장이 갈려버렸어,1,4
B1A4_이게 무슨 일이야 (What's Going On by B1A4@Mcountdown 2013.5.9),생각해보니까 산들은 ㄹㅇ 팬덤 일군일 수 밖에 없었네 씹덕상에 메보ㅋㅋㅋㅋㅋㅋ진짜 백년 지나도 깨지지 않을 돌판 공식임,1,4
Cell Block Tango 커버 - 뮤지컬 시카고 (자막 있어요!),갑자기 영화 시카고 다운로드 횟수가 늘었다면 그건 임한올 때문이다,1,4
제15회 학산배 전국장사 씨름대회-단체전 결승-김원진vs황찬섭 20180808,난 원래 호리호리한 체형 좋아하는 줄 알았는데 아니었네 머슬남 최고다,1,4
빅스 (VIXX) - 도원경(桃源境) (Shangri-La) 교차편집,빅스는 피지컬이 긴거 뿐만 아니라 얇아서 보기가 너무 좋음 ㅜㅜㅜㅜ 벌크업안해서 넘나 까리하고 미끈하고 야하고 잘생기고 사랑하고,1,4
오마이걸(OH MY GIRL) - 다섯 번째 계절(SSFWL) # 교차편집(Stage mix) KPOP 무대영상 [1440P], 승희가 손으로 아린이 볼 스쳤나보다 볼 문질문질하는거 졸귀네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ역시 아린맘,1,4
"[Comeback Stage] 2PM - I'm your man, 투피엠 - 아임 유어 맨, Music Core 20140913",마술사부장님 준케이만 보다가 머리 싹 올리고 수트입은 준케이보니까 반할것같음 ㅁㅊ,1,4
2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19],이노래의 꼴림 포인트는 앞에서는 능글능숙한 척 집에 가자고 하지만 닉쿤과 찬성 파트에서 표현되는 속으로 혼자 안달나서 미쳐있는 상반된 내면상태,1,4
EXO_으르렁 (Growl by EXO@Mcountdown 2013.8.22),지금들어도 개띵곡이네노래에서 돈냄새 장난아냐애들 얼굴 착장 개 완벽함,1,4
[우리집] 150905 DMC 페스티벌 2015_K-Pop 슈퍼콘서트_준호직캠_By Nuneogun,빡친거같은 표정으로 회사에서 질투심  느껴서 집으로 손잡고 끌고가는 비밀 사내 연애 중인 남친같애 아 존나 설레 저 붉은 셔츠로 몸선 다보이는게 ㄹㅇ 미칠거같음,1,4
2PM - My House (우리집) [Music Bank K-Chart / 2015.06.19],와 무슨 왕자님들이 춤 추는 것 같음,1,4
